person_nbr,officer_id,full_name,first_name_npi,last_name_npi,agency_name_score,full_name_score,first_name_oov,oov_middle_initial,last_name_oov,rank,agency_name,oov_agency_name,start_date,end_date
83478,40351,LESLIE WETHERELL,LESLIE,WETHERELL,0.9,1.0,LESLIE,"(""Brooke"")",WETHERELL,LIEUTENANT,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2012-08-17,
94540,40333,TYLER SIEVER,TYLER,SIEVER,0.9,1.0,TYLER,A.,SIEVER,SERGEANT,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2018-01-02,
157680,89043,HERIBERTO LUNA,HERIBERTO,LUNA,0.9,1.0,HERIBERTO,,LUNA,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2022-11-28,
150467,40325,AARON PHROMSORN,AARON,PHROMSORN,0.9,1.0,AARON,P.,PHROMSORN,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2020-12-14,
113443,40269,STEVEN BURGOON,STEVEN,BURGOON,0.9,1.0,STEVEN,"(""Cody"")",BURGOON,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2016-06-20,
81781,40266,REBECCA BECHTEL,REBECCA,BECHTEL,0.9,1.0,REBECCA,L.,BECHTEL,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2020-12-14,
96234,40317,ALAINA MCWHORTER,ALAINA,MCWHORTER,0.9,1.0,ALAINA,C.,MCWHORTER,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2021-05-17,
157774,89042,ELIJAH DEATLEY,ELIJAH,DEATLEY,0.9,1.0,ELIJAH,S.,DEATLEY,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2022-12-12,
132639,40328,AMIE RAYMANN,AMIE,RAYMANN,0.9,1.0,AMIE,M.,RAYMANN,SERGEANT,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2016-12-27,
92902,40311,MEGAN LAPREVOTTE,MEGAN,LAPREVOTTE,0.9,1.0,MEGAN,R.,LAPREVOTTE,SERGEANT,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2013-12-09,
91414,40347,CHRISTOPHER WATSON,CHRISTOPHER,WATSON,0.9,1.0,CHRISTOPHER,D.,WATSON,LIEUTENANT,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2002-08-18,
112278,40281,RUSTY DRIVER,RUSTY,DRIVER,0.9,1.0,RUSTY,M.,DRIVER,SERGEANT,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2005-01-02,
157775,89046,TIMOTHY RUGG,TIMOTHY,RUGG,0.9,1.0,TIMOTHY,I.,RUGG,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2022-12-12,
119968,40283,ALAN DYER,ALAN,DYER,0.9,1.0,ALAN,I.,DYER,INVESTIGATOR,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2007-01-01,
155065,40320,JORDAN MILLER,JORDAN,MILLER,0.9,1.0,JORDAN,R.,MILLER,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2022-06-03,
105864,40334,JOHN SIMPSON,JOHN,SIMPSON,0.9,1.0,JOHN,E.,SIMPSON,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2020-06-29,
103672,40277,JOHN DENNENY,JOHN,DENNENY,0.9,1.0,JOHN,"(""Alex"")",DENNENY,POLICE OFFICER II,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2015-12-28,
145779,40309,JOHN LANGHANS,JOHN,LANGHANS,0.9,1.0,JOHN,A.,LANGHANS,MASTER PATROL OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2000-07-23,
157682,89045,RONALD PIFER,RONALD,PIFER,0.9,1.0,RONALD,E.,PIFER,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2022-11-28,
155172,40345,SENON VALENCIA,SENON,VALENCIA,0.9,1.0,SENON,,VALENCIA,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2022-06-15,
105879,40339,ISABELLA STUNDA,ISABELLA,STUNDA,0.9,1.0,ISABELLA,S.,STUNDA,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2020-12-14,
131764,40301,EVAN KEIRCE,EVAN,KEIRCE,0.9,1.0,EVAN,I.,KEIRCE,SERGEANT,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2017-01-03,
157681,89047,JADIN STEWART,JADIN,STEWART,0.9,1.0,JADIN,S.,STEWART,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2022-11-28,
155066,40264,ALLISON ARP,ALLISON,ARP,0.9,1.0,ALLISON,M.,ARP,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2022-06-01,
138203,40332,WALTER SHARP,WALTER,SHARP,0.9,1.0,WALTER,G.,SHARP,PART-TIME OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2022-09-12,
145115,40323,ROSE NUNO,ROSE,NUNO,0.9,1.0,ROSE,M.,NUNO,PATROLMAN/OFFICER,HARRISONBURG POLICE DEPARTMENT,HARRISONBURG POLICE,2019-06-03,
135205,83027,RANDY ANDERSON,RANDY,ANDERSON,0.9,1.0,RANDY,L.,ANDERSON,PATROLMAN/OFFICER,HAYMARKET POLICE DEPARTMENT,HAYMARKET POLICE,2006-10-17,
89590,89051,WILLIAM GARRETT,WILLIAM,GARRETT,0.9,1.0,WILLIAM,,GARRETT,PART-TIME OFFICER,HAYSI POLICE DEPARTMENT,HAYSI POLICE,2013-09-27,
152686,42039,REBECCA PAREDES-GASPAR,REBECCA,PAREDES-GASPAR,1.0,0.855,REBECCA,,MATA,DEPUTY SHERIFF,HENRY COUNTY SHERIFF'S OFFICE,HENRY COUNTY SHERIFF'S OFFICE,2021-12-01,
43586,78184,DEREK SHAFFNER,DEREK,SHAFFNER,0.9,1.0,DEREK,M.,SHAFFNER,PATROLMAN/OFFICER,HILLSVILLE POLICE DEPARTMENT,HILLSVILLE POLICE,2019-12-16,
52537,78178,JOSHUA EDWARDS,JOSHUA,EDWARDS,0.9,1.0,JOSH,W.,EDWARDS,LIEUTENANT,HILLSVILLE POLICE DEPARTMENT,HILLSVILLE POLICE,2011-03-01,
31984,78179,BILLY ANAUO,BILLY,ANAUO,0.9,1.0,BILLY,K.,ANAUO,SERGEANT,HILLSVILLE POLICE DEPARTMENT,HILLSVILLE POLICE,2010-10-01,
81335,78181,JAMES DALTON,JAMES,DALTON,0.9,1.0,JAMES,B.,DALTON,MASTER PATROL OFFICER,HILLSVILLE POLICE DEPARTMENT,HILLSVILLE POLICE,2011-07-01,
151169,78183,DUSTIN CROUSE,DUSTIN,CROUSE,0.9,1.0,DUSTIN,W.,CROUSE,PATROLMAN/OFFICER,HILLSVILLE POLICE DEPARTMENT,HILLSVILLE POLICE,2021-09-16,
111755,78180,STEPHEN BRADY,STEPHEN,BRADY,0.9,1.0,STEPHEN,J.,BRADY,LIEUTENANT,HILLSVILLE POLICE DEPARTMENT,HILLSVILLE POLICE,2015-07-16,
42924,38646,DONALD REID,DONALD,REID,0.9,1.0,DONALD,E.,REID,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2007-03-26,
44994,38673,CLAYTON DRAHMS,CLAYTON,DRAHMS,0.9,1.0,CLAYTON,M.,DRAHMS,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2017-09-18,
40929,38677,KEVIN COLLINS,KEVIN,COLLINS,0.9,1.0,KEVIN,M.,COLLINS,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2018-04-11,
107338,38657,SONG PAK,SONG,PAK,0.9,1.0,SONG,H.,PAK,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2010-03-29,
71334,38660,TARA CLARK,TARA,CLARK,0.9,1.0,TARA,T.,CLARK,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2011-09-28,
128460,38682,TIFFANY SHERARD,TIFFANY,SHERARD,0.9,1.0,TIFFANY,,SHERARD,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2019-03-27,
123631,38658,SHEA RICHARDSON,SHEA,RICHARDSON,0.9,1.0,SHEA,C.,RICHARDSON,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2014-10-01,
148470,38645,CHEYENNE CASALE,CHEYENNE,CASALE,0.9,1.0,CHEYENNE,D.,CASALE,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2011-09-28,
89876,38643,DAMON STOKER,DAMON,STOKER,0.9,1.0,DAMON,R.,STOKER,SERGEANT,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2000-06-26,
152856,38697,RYAN HAYBERG,RYAN,HAYBERG,0.9,1.0,RYAN,,HAYBERG,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2021-12-01,
152872,38699,CORRY YOUNG,CORRY,YOUNG,0.9,1.0,CORRY,,YOUNG,,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2021-12-15,
152873,38698,MICHAEL CRISAFULLI,MICHAEL,CRISAFULLI,0.9,1.0,MICHAEL,,CRISAFULLI,,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2021-12-15,
55819,38693,KATHERINE VAUGHAN,KATHERINE,VAUGHAN,0.9,1.0,KATHERINE,A.,VAUGHAN,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2021-06-30,
73389,38656,SHAWN GRANT,SHAWN,GRANT,0.9,1.0,SHAWN,M.,GRANT,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2012-09-28,
91981,38667,JACQUITA ALLEN,JACQUITA,ALLEN,0.9,1.0,JACQUITA,R.,ALLEN,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2012-09-28,
92403,38668,RYAN MORRIS,RYAN,MORRIS,0.9,1.0,RYAN,A.,MORRIS,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2014-09-17,
150499,38689,RYAN GLASCO,RYAN,GLASCO,0.9,1.0,RYAN,,GLASCO,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2020-11-18,
142198,38672,COLTON CHADEK,COLTON,CHADEK,0.9,1.0,COLTON,R.,CHADEK,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2017-09-18,
150688,38691,RONALD BELTRAN,RONALD,BELTRAN,0.9,1.0,RONALD,,BELTRAN,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2020-12-21,
145870,38679,LUIS RODRIGUEZ,LUIS,RODRIGUEZ,0.9,1.0,LUIS,,RODRIGUEZ,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2018-09-27,
85155,38696,MATTHEW COX,MATTHEW,COX,0.9,1.0,MATTHEW,T.,COX,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2021-07-08,
160662,88923,THOMAS PARKER,THOMAS,PARKER,0.9,1.0,THOMAS,,PARKER,,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2023-06-28,
147908,38666,ISRAEL PEREZ,ISRAEL,PEREZ,0.9,0.9,ISRAEL,,PEREZ OTERO,SERGEANT,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2015-04-01,
129914,38654,MARK POLUMBO,MARK,POLUMBO,0.9,1.0,MARK,A.,POLUMBO,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2009-09-28,
138315,38662,DERRICK GRIFFIN,DERRICK,GRIFFIN,0.9,1.0,DERRICK,T.,GRIFFIN,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2016-03-16,
111637,38664,KATIE WILLIAMSON,KATIE,WILLIAMSON,0.9,1.0,KATIE,B.,WILLIAMSON,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2016-09-28,
152855,38671,SPENCER ROTZOLL,SPENCER,ROTZOLL,0.9,1.0,SPENCER,,ROTZOLL,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2021-11-17,
150153,38661,NATHANAEL WILLSEY,NATHANAEL,WILLSEY,0.9,1.0,NATHANAEL,J.,WILLSEY,PATROLMAN/OFFICER,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2016-09-14,
158405,88924,KIMBERLY STAPLETON,KIMBERLY,STAPLETON,0.9,1.0,KIMBERLY,,STAPLETON,,HOPEWELL POLICE DEPARTMENT,HOPEWELL POLICE,2023-01-11,
41872,39718,MICHAEL LOVELACE,MICHAEL,LOVELACE,0.9,1.0,MICHAEL,J.,LOVELACE,CHIEF,HURT POLICE DEPARTMENT,HURT POLICE,2011-07-01,
71659,86383,MATTHEW ADAMS,MATTHEW,ADAMS,0.9,1.0,MATTHEW,B.,ADAMS,SERGEANT,INDEPENDENCE POLICE DEPARTMENT,INDEPENDENCE POLICE,2003-07-01,
30741,39538,CHRISTOPHER WALLACE,CHRISTOPHER,WALLACE,0.9,1.0,CHRISTOPHER,,WALLACE,CHIEF,KENBRIDGE POLICE DEPARTMENT,KENBRIDGE POLICE,2020-09-22,
112129,86257,ROBERT EVES,ROBERT,EVES,1.0,0.88,ROBERT.J.,,EVES,DEPUTY SHERIFF,KING GEORGE COUNTY SHERIFF`S OFFICE,KING GEORGE COUNTY SHERIFF'S OFFICE,2011-08-01,
75720,7118,JAMES WEST,JAMES,WEST,0.9,1.0,JAMES,,WEST,CHIEF,KINGSMILL POLICE DEPARTMENT,KINGSMILL POLICE,2007-01-29,
82605,6878,ANDREW THOMAS,ANDREW,THOMAS,0.9,1.0,ANDREW,,THOMAS,PATROLMAN/OFFICER,KINGSMILL POLICE DEPARTMENT,KINGSMILL POLICE,2017-09-14,
23823,7009,ALFONSO ALLEN,ALFONSO,ALLEN,1.0,0.8888888549804688,ALPHONSO,,ALLEN,DEPUTY SHERIFF,LANCASTER COUNTY SHERIFF`S OFFICE,LANCASTER COUNTY SHERIFF'S OFFICE,2021-08-15,
27318,90088,CHARLOTTE ANN CAREY - PHELPS,CHARLOTTE ANN,CAREY - PHELPS,1.0,0.855,"C. ""ANN""",A.,PHELPS,DEPUTY SHERIFF,LANCASTER COUNTY SHERIFF`S OFFICE,LANCASTER COUNTY SHERIFF'S OFFICE,2016-12-01,
59454,51173,DEMETRIE COLES,DEMETRIE,COLES,0.9,1.0,DEMETRIE,V.,COLES,INTERIM CHIEF OF POLICE,LAWRENCEVILLE POLICE DEPARTMENT,LAWRENCEVILLE POLICE,2021-07-01,
51055,89090,KAYLA HELBERT,KAYLA,HELBERT,0.9,1.0,KAYLA,L.,HELBERT,PATROLMAN/OFFICER,LEBANON POLICE DEPARTMENT,LEBANON POLICE,2023-01-09,
64712,89086,MATTHEW HURD,MATTHEW,HURD,0.9,1.0,MATTHEW,D.,HURD,SERGEANT,LEBANON POLICE DEPARTMENT,LEBANON POLICE,2018-10-22,
34506,89089,NICHOLAS LANE,NICHOLAS,LANE,0.9,1.0,NICHOLAS,T.,LANE,SERGEANT,LEBANON POLICE DEPARTMENT,LEBANON POLICE,2022-11-14,
114391,40581,CLAUDE HARTBARGER,CLAUDE,HARTBARGER,0.9,1.0,CLAUDE,O.,HARTBARGER,SERGEANT,LEXINGTON POLICE DEPARTMENT,LEXINGTON POLICE,2017-12-18,
2106,40575,JESSICA BURKS,JESSICA,BURKS,0.9,1.0,JESSICA,A.,BURKS,LIEUTENANT,LEXINGTON POLICE DEPARTMENT,LEXINGTON POLICE,2012-01-16,
6473,40591,MARTIN NACHTMAN,MARTIN,NACHTMAN,0.9,1.0,MARTIN,,NACHTMAN,CHIEF,LOUISA POLICE DEPARTMENT,LOUISA POLICE,2021-10-25,
15384,40590,MATTHEW FALLON,MATTHEW,FALLON,0.9,1.0,MATTHEW,,FALLON,PATROLMAN/OFFICER,LOUISA POLICE DEPARTMENT,LOUISA POLICE,2021-10-25,
111849,66545,LONNIE FOSTER,LONNIE,FOSTER,0.9,1.0,LONNIE,W,FOSTER,LIEUTENANT,LURAY POLICE DEPARTMENT,LURAY POLICE,2005-05-23,
2957,39814,STEPHEN GAUTHIER,STEPHEN,GAUTHIER,0.9,1.0,STEPHEN,R.,GAUTHIER,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2018-01-03,
7525,39767,HANS BLOMQUIST,HANS,BLOMQUIST,0.9,1.0,HANS,G.,BLOMQUIST,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2010-12-15,
1519,39780,KENNETH GAVIN,KENNETH,GAVIN,0.9,1.0,KENNETH,L.,GAVIN,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2013-07-03,
29505,39721,GREGORY COLEMAN,GREGORY,COLEMAN,0.9,1.0,GREGORY,M.,COLEMAN,LIEUTENANT,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,1996-12-30,
11381,39802,MATTHEW NICHOLS,MATTHEW,NICHOLS,0.9,1.0,MATTHEW,J.,NICHOLS,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2017-06-28,
13352,39804,ARISTEA GAUDET DE LESTARD,ARISTEA,GAUDET DE LESTARD,0.9,1.0,ARISTA,D.,GAUDET DE LESTARD,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2017-06-28,
8650,39801,SETH REED,SETH,REED,0.9,1.0,SETH,C.,REED,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2017-04-19,
1524,39766,DAVID DUBIE,DAVID,DUBIE,0.9,1.0,DAVID,C.,DUBIE,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2010-12-15,
14214,39746,DAVID GOODELL,DAVID,GOODELL,0.9,1.0,DAVID,,GOODELL,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2004-07-08,
48195,39736,MICHAEL BAUSERMAN,MICHAEL,BAUSERMAN,0.9,1.0,MICHAEL,D.,BAUSERMAN,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2000-08-21,
8642,86107,PETER BEGLEY,PETER,BEGLEY,0.9,1.0,PETER,M.,BEGLEY,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2019-11-13,
14690,39789,ROBERT SACKS,ROBERT,SACKS,0.9,1.0,ROBERT,M.,SACKS,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2015-04-22,
61052,39733,ADAM SEXTON,ADAM,SEXTON,0.9,1.0,ADAM,R.,SEXTON,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,1999-06-09,
15713,39811,MATTHEW DONDERO,MATTHEW,DONDERO,0.9,1.0,MATTHEW,S.,DONDERO,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2018-01-03,
24757,39795,NATHAN HENDRIX,NATHAN,HENDRIX,0.9,1.0,NATHAN,B,HENDRIX,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2016-06-29,
4314,39809,JONATHAN FARRAR,JONATHAN,FARRAR,0.9,1.0,JONATHAN,W.,FARRAR,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2018-01-03,
17764,86156,ERIC WESTERVELT,ERIC,WESTERVELT,0.9,1.0,ERIC,S.,WESTERVELT,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2012-07-05,
61815,39774,ANDREW TURNER,ANDREW,TURNER,0.9,1.0,ANDREW,M.,TURNER,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2012-01-04,
48476,39732,TIMOTHY CLEMENTS,TIMOTHY,CLEMENTS,0.9,1.0,TIMOTHY,C.,CLEMENTS,LIEUTENANT,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,1999-01-06,
33725,39799,DIRK JOHNSON,DIRK,JOHNSON,0.9,1.0,DIRK,L.,JOHNSON,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2017-01-04,
8082,39756,ROBBIN MILLER,ROBBIN,MILLER,0.9,1.0,ROBBIN,G.,MILLER,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2008-01-09,
61949,86140,JAMES OWEN,JAMES,OWEN,0.9,1.0,JAMES,W.,OWEN,,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2022-10-12,
18833,39775,KAYLA STATON,KAYLA,STATON,0.9,1.0,KAYLA,E.,STATON,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2012-07-05,
94524,39807,JAMAL PAYNE,JAMAL,PAYNE,0.9,1.0,JAMAL,A.,PAYNE,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2017-09-06,
64532,39805,NICHOLAS KIRBY,NICHOLAS,KIRBY,0.9,1.0,NICHOLAS,C.,KIRBY,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2017-06-28,
14544,39769,CANDICE BALL,CANDICE,BALL,0.9,1.0,CANDICE,A.,BALL,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2011-06-15,
81968,39770,JOSIAH GIFFORD,JOSIAH,GIFFORD,0.9,1.0,JOSIAH,D.,GIFFORD,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2011-06-22,
72937,39758,TITUS BURGESS,TITUS,BURGESS,0.9,1.0,TITUS,E.,BURGESS,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2009-06-29,
72952,39788,SYDNEY OLIVIER,SYDNEY,OLIVIER,0.9,1.0,SYDNEY,L.,OLIVIER,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2015-01-07,
23754,86138,SVETLA NIKOLOVA,SVETLA,NIKOLOVA,0.9,0.8108107757568359,SVETLA,N.,NIKOLOVA-WEAVER,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2020-06-24,
135627,86154,KEELAN WALLACE,KEELAN,WALLACE,0.9,1.0,KEELAN,A.,WALLACE,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2021-03-17,
84308,39810,STACI HAMLETT,STACI,HAMLETT,0.9,1.0,STACI,S.,HAMLETT,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2018-01-03,
98782,39724,KENNITH EDWARDS,KENNITH,EDWARDS,0.9,1.0,KENNITH,R.,EDWARDS,CAPTAIN,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,1996-02-08,
91601,39757,VERNON PARRISH,VERNON,PARRISH,0.9,1.0,VERNON,L.,PARRISH,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2008-12-31,
111350,39759,REBECCA BARR,REBECCA,BARR,0.9,1.0,REBECCA,E.,BARR,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2009-06-29,
26082,39762,SARA BOND,SARA,BOND,0.9,1.0,SARA,W.,BOND,POLICE OFFICER II,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2010-06-23,
98812,39743,LISA SINGLETON,LISA,SINGLETON,0.9,1.0,LISA,P.,SINGLETON,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2002-12-30,
113923,39778,JONATHAN HOWARD,JONATHAN,HOWARD,0.9,1.0,JONATHAN,S.,HOWARD,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2012-07-05,
101604,39749,JOSHUA CAMPBELL,JOSHUA,CAMPBELL,0.9,1.0,JOSHUA,T.,CAMPBELL,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2005-09-21,
114781,86112,COLLIN BRYANT,COLLIN,BRYANT,0.9,1.0,COLLIN,C.,BRYANT,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2018-06-27,
129802,86141,JOHN PERSON,JOHN,PERSON,0.9,1.0,JOHN,R.,PERSON,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2018-06-27,
40886,39761,RYAN BALL,RYAN,BALL,0.9,1.0,RYAN,N.,BALL,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2010-04-14,
146663,39755,ALLEN KITTRELL,ALLEN,KITTRELL,0.9,1.0,ALLEN,O.,KITTRELL,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2008-01-09,
122617,39806,AUSTIN ROWLAND,AUSTIN,ROWLAND,0.9,1.0,AUSTIN,J.,ROWLAND,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2017-06-28,
102068,39722,MALCOLM BOOKER,MALCOLM,BOOKER,0.9,1.0,MALCOLM,A.,BOOKER,LIEUTENANT,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,1998-01-05,
130269,39738,NICHOLAS LEGER,NICHOLAS,LEGER,0.9,1.0,NICHOLAS,A.,LEGER,CAPTAIN,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2000-12-04,
112120,39753,JONATHAN BRAGG,JONATHAN,BRAGG,0.9,1.0,JONATHAN,H,BRAGG,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2007-07-02,
131395,39784,MATTHEW KNABB,MATTHEW,KNABB,0.9,1.0,MATTHEW,R.,KNABB,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2014-01-29,
43241,39754,CHRISTOPHER BOOTH,CHRISTOPHER,BOOTH,0.9,1.0,CHRISTOPHER,M.,BOOTH,PATROLMAN/OFFICER,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG POLICE,2008-01-07,
